Car_Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Ford,Mondeo,1.8,Petrol,2019,18693,38156
Ford,Focus,1.8,Petrol,2019,20344,38160
BMW,X3,2.4,Diesel,2016,44464,38164
Toyota,Prius,1.8,Hybrid,2016,23882,38164
Toyota,Yaris,1.4,Hybrid,2021,13875,38166
BMW,Z4,3.0,Petrol,2015,35658,38166
Toyota,Prius,1.8,Hybrid,2017,35487,38167
Toyota,RAV4,2.0,Hybrid,2013,26384,38171
Porsche,Cayenne,4.0,Petrol,2011,72990,38171
Toyota,Prius,1.8,Hybrid,2017,35452,38175
Ford,Mondeo,2.0,Diesel,2019,36447,38177
BMW,Z4,2.2,Petrol,2017,31861,38182
BMW,Z4,2.2,Petrol,2017,31848,38185
Porsche,911,3.0,Petrol,2010,99683,38187
Toyota,RAV4,2.4,Hybrid,2014,52729,38187
VW,Golf,1.6,Diesel,2021,10720,38187
Toyota,Yaris,1.4,Hybrid,2021,13758,38190
Toyota,Prius,1.8,Hybrid,2017,35385,38190
BMW,M5,5.0,Petrol,2004,53850,38190
Ford,Focus,2.0,Petrol,2019,29564,38193
Toyota,Prius,1.8,Hybrid,2016,23746,38193
BMW,Z4,3.0,Petrol,2016,46622,38194
Ford,Focus,2.0,Petrol,2019,29512,38205
VW,Golf,1.8,Petrol,2021,12540,38205
BMW,Z4,2.4,Petrol,2016,27660,38218
VW,Passat,1.6,Diesel,2019,26445,38223
BMW,Z4,2.2,Petrol,2017,31665,38225
Porsche,Cayenne,4.0,Diesel,2011,79928,38226
Toyota,RAV4,2.4,Hybrid,2016,73009,38229
Ford,Mondeo,1.6,Hybrid,2018,28503,38231
Ford,Focus,1.8,Petrol,2019,19987,38235
Ford,Focus,2.0,Diesel,2019,37738,38235
Toyota,Prius,1.4,Hybrid,2018,24859,38248
Toyota,RAV4,2.4,Hybrid,2014,52428,38259
Toyota,RAV4,2.2,Hybrid,2016,66358,38263
Porsche,Cayenne,2.6,Petrol,2011,38730,38264
VW,Golf,1.4,Petrol,2022,770,38274
Ford,Mondeo,2.0,Diesel,2019,36000,38278
Ford,Mondeo,1.8,Diesel,2019,26870,38281
Toyota,RAV4,2.4,Hybrid,2014,52305,38289
Ford,Mondeo,1.8,Petrol,2019,18039,38292
BMW,Z4,2.4,Petrol,2017,38769,38294
Porsche,911,3.5,Petrol,2005,62170,38307
Ford,Mondeo,2.0,Diesel,2018,24266,38307
VW,Golf,1.8,Petrol,2021,12006,38313
Porsche,718 Cayman,2.4,Petrol,2015,48020,38316
Toyota,RAV4,2.2,Hybrid,2015,55815,38326
Toyota,Yaris,1.4,Hybrid,2021,13087,38327
BMW,Z4,2.0,Petrol,2017,22774,38333
Toyota,RAV4,2.2,Hybrid,2013,33916,38338
Toyota,RAV4,2.4,Hybrid,2015,62521,38339
Ford,Focus,1.4,Diesel,2020,17601,38344
VW,Passat,1.8,Diesel,2018,24432,38359
Toyota,Prius,1.4,Hybrid,2018,24330,38361
Toyota,RAV4,1.8,Petrol,2016,19199,38362
Toyota,Prius,1.8,Hybrid,2016,22924,38368
Ford,Mondeo,2.0,Diesel,2019,35596,38369
Toyota,RAV4,2.0,Hybrid,2015,48018,38373
VW,Passat,1.8,Diesel,2018,24365,38374
Porsche,911,3.0,Petrol,2006,60192,38400
Ford,Mondeo,1.4,Diesel,2020,15634,38401
Toyota,Prius,1.4,Hybrid,2018,24126,38405
BMW,Z4,2.2,Petrol,2016,18983,38407
Ford,Focus,1.4,Petrol,2020,8116,38409
BMW,Z4,2.2,Petrol,2017,30834,38409
VW,Passat,2.0,Diesel,2018,33393,38415
VW,Passat,2.0,Diesel,2017,21663,38415
Toyota,Prius,1.8,Hybrid,2018,45503,38419
VW,Passat,1.4,Petrol,2020,16686,38420
VW,Passat,1.8,Diesel,2018,24123,38426
VW,Passat,1.6,Diesel,2019,25502,38427
VW,Passat,2.0,Diesel,2017,21604,38427
BMW,M5,4.4,Petrol,2005,53302,38428
Ford,Focus,2.0,Petrol,2018,16473,38434
VW,Golf,1.8,Petrol,2021,11360,38445
Porsche,911,3.5,Petrol,2008,90953,38446
VW,Passat,1.8,Diesel,2019,35586,38459
VW,Passat,2.0,Petrol,2018,24628,38466
VW,Polo,2.0,Petrol,2022,1197,38466
Porsche,Cayenne,3.0,Diesel,2011,57337,38471
Toyota,RAV4,1.8,Hybrid,2013,15411,38473
Ford,Mondeo,1.6,Hybrid,2018,27370,38478
Toyota,Prius,1.0,Hybrid,2020,17424,38485
Ford,Focus,1.6,Diesel,2019,16930,38488
VW,Golf,1.8,Petrol,2021,11138,38490
BMW,Z4,2.2,Petrol,2017,30469,38490
Toyota,Prius,1.8,Hybrid,2017,34038,38493
Toyota,Prius,1.8,Hybrid,2018,45163,38499
BMW,M5,5.0,Petrol,2008,92168,38507
Porsche,718 Cayman,2.4,Petrol,2015,47211,38508
Ford,Mondeo,2.0,Diesel,2019,34940,38517
Toyota,Prius,1.8,Hybrid,2018,45088,38517
Toyota,RAV4,1.8,Hybrid,2014,27225,38524
Toyota,Prius,1.0,Hybrid,2020,17211,38530
VW,Passat,1.6,Diesel,2018,12796,38539
BMW,Z4,3.0,Petrol,2016,45143,38542
Ford,Focus,1.6,Petrol,2020,19933,38545
BMW,X3,3.0,Diesel,2015,50101,38555
Ford,Mondeo,1.8,Diesel,2018,13412,38564
BMW,M5,4.4,Petrol,2008,82903,38564
Toyota,Prius,1.0,Hybrid,2020,17010,38572
Toyota,Prius,1.8,Hybrid,2017,33660,38578
Toyota,RAV4,2.2,Hybrid,2013,32831,38581
Ford,Mondeo,1.4,Diesel,2020,14752,38584
Toyota,Prius,1.8,Hybrid,2018,44805,38584
Ford,Focus,2.0,Petrol,2017,3000,38587
Ford,Mondeo,2.0,Petrol,2019,26146,38588
VW,Passat,2.0,Diesel,2018,32620,38588
Ford,Mondeo,1.8,Diesel,2019,25409,38598
BMW,X3,3.0,Petrol,2014,30613,38607
Toyota,RAV4,1.8,Hybrid,2015,38321,38609
BMW,Z4,3.0,Petrol,2014,21955,38613
Porsche,Cayenne,3.0,Petrol,2012,59536,38616
VW,Passat,1.8,Petrol,2018,14279,38624
Porsche,718 Cayman,4.0,Petrol,2010,33701,38628
VW,Golf,2.0,Petrol,2020,7759,38633
BMW,Z4,3.0,Petrol,2013,9466,38639
VW,Golf,1.8,Hybrid,2018,6988,38644
Toyota,Prius,1.0,Hybrid,2020,16606,38656
Toyota,RAV4,2.0,Hybrid,2013,23992,38688
Ford,Focus,1.4,Diesel,2020,15924,38694
BMW,X3,2.4,Diesel,2015,30890,38696
Porsche,911,2.6,Petrol,2010,87876,38698
Toyota,Prius,1.8,Hybrid,2018,44319,38698
Toyota,RAV4,2.4,Petrol,2016,42621,38701
VW,Passat,2.0,Diesel,2018,32038,38718
Toyota,RAV4,1.8,Hybrid,2016,48821,38721
Toyota,RAV4,1.8,Hybrid,2016,48822,38721
BMW,Z4,2.2,Petrol,2018,40770,38725
Toyota,RAV4,1.8,Hybrid,2016,48798,38727
Ford,Focus,1.4,Petrol,2020,6515,38729
Ford,Mondeo,2.0,Diesel,2018,22279,38734
Ford,Focus,2.0,Hybrid,2017,35567,38737
Ford,Focus,1.6,Hybrid,2018,27799,38738
Ford,Focus,1.8,Diesel,2019,26389,38739
VW,Passat,1.4,Petrol,2020,15136,38743
Toyota,RAV4,1.8,Petrol,2016,17385,38744
Toyota,Prius,1.8,Hybrid,2017,32895,38750
Toyota,Yaris,1.2,Hybrid,2022,9007,38755
BMW,M5,4.0,Petrol,2009,84903,38759
VW,Passat,1.8,Diesel,2018,22548,38765
Toyota,RAV4,2.2,Hybrid,2015,54020,38765
Toyota,RAV4,2.4,Hybrid,2014,50331,38765
VW,Passat,1.8,Diesel,2018,22513,38772
Toyota,RAV4,1.8,Hybrid,2014,26084,38774
Ford,Mondeo,1.4,Petrol,2021,17149,38775
BMW,M5,4.4,Petrol,2007,72350,38781
Ford,Mondeo,2.0,Diesel,2017,9677,38787
VW,Passat,1.6,Diesel,2018,11575,38790
Ford,Mondeo,1.4,Hybrid,2019,25910,38794
Toyota,RAV4,2.0,Hybrid,2016,56897,38794
BMW,Z4,2.0,Petrol,2017,20568,38804
BMW,Z4,3.0,Petrol,2017,54767,38804
BMW,X3,2.0,Diesel,2017,37610,38807
Porsche,Cayenne,3.0,Petrol,2011,48154,38818
VW,Passat,1.6,Diesel,2019,23581,38843
BMW,X3,2.0,Diesel,2016,25931,38843
Ford,Mondeo,1.8,Diesel,2019,24272,38846
Ford,Focus,2.0,Petrol,2019,26572,38850
Ford,Focus,2.0,Diesel,2019,35033,38851
BMW,Z4,2.4,Petrol,2018,47373,38854
Ford,Mondeo,2.0,Diesel,2017,9333,38857
BMW,X3,2.4,Diesel,2015,30163,38858
Toyota,RAV4,1.8,Petrol,2018,40134,38874
Toyota,RAV4,2.0,Hybrid,2015,45903,38876
BMW,M5,5.0,Petrol,2009,100063,38877
Porsche,Cayenne,2.6,Petrol,2015,77817,38882
Toyota,RAV4,2.0,Hybrid,2013,23070,38888
BMW,X3,3.0,Diesel,2013,26200,38890
Porsche,718 Cayman,4.0,Petrol,2014,74809,38894
Toyota,RAV4,2.0,Hybrid,2016,56467,38900
Toyota,Yaris,1.4,Hybrid,2021,10276,38901
Toyota,RAV4,2.0,Hybrid,2015,45762,38910
Ford,Focus,1.0,Diesel,2022,8247,38919
Ford,Mondeo,1.6,Hybrid,2018,25336,38923
Ford,Focus,1.6,Petrol,2020,18154,38923
VW,Golf,1.8,Petrol,2021,8946,38935
Ford,Mondeo,1.8,Diesel,2019,23855,38936
Toyota,Prius,1.4,Hybrid,2019,33366,38942
Toyota,Prius,1.0,Hybrid,2020,15235,38943
VW,Golf,1.4,Diesel,2022,6890,38954
Porsche,718 Cayman,4.0,Petrol,2012,54233,38957
VW,Golf,1.8,Petrol,2021,8834,38958
Porsche,Cayenne,3.5,Petrol,2012,69927,38960
Toyota,Prius,1.8,Hybrid,2017,31958,38961
Toyota,RAV4,2.4,Hybrid,2013,38560,38961
Porsche,718 Cayman,2.4,Petrol,2015,45299,38962
Toyota,Prius,1.8,Hybrid,2017,31936,38966
VW,Passat,2.0,Diesel,2018,30929,38967
Ford,Mondeo,2.0,Petrol,2019,24376,38974
Toyota,RAV4,2.2,Hybrid,2014,42359,38976
BMW,M5,4.0,Petrol,2008,74418,38977
Ford,Mondeo,2.0,Diesel,2019,32904,38978
Toyota,RAV4,2.4,Hybrid,2015,59971,38979
Ford,Focus,1.6,Diesel,2020,26669,38980
Porsche,Cayenne,4.0,Petrol,2010,59699,38983
BMW,Z4,3.0,Petrol,2015,32009,38988
Toyota,Prius,1.4,Hybrid,2019,33130,38995
Toyota,Prius,1.4,Hybrid,2019,33128,38996
VW,Golf,1.8,Diesel,2021,17793,38998
Toyota,Prius,1.4,Hybrid,2019,33103,39001
Toyota,RAV4,2.0,Hybrid,2014,34223,39004
Toyota,RAV4,2.4,Hybrid,2013,38309,39019
Toyota,RAV4,2.4,Petrol,2015,29917,39021
Ford,Mondeo,2.0,Diesel,2017,8511,39024
Ford,Mondeo,2.0,Diesel,2019,32673,39030
Toyota,Yaris,1.4,Hybrid,2021,9641,39031
Porsche,Cayenne,3.0,Petrol,2013,68093,39031
Toyota,Prius,1.4,Hybrid,2018,21213,39033
Porsche,718 Cayman,2.0,Petrol,2016,40956,39034
Toyota,Prius,1.0,Hybrid,2019,2000,39035
Porsche,911,3.5,Petrol,2009,98086,39038
Porsche,718 Cayman,2.0,Petrol,2013,5000,39045
VW,Golf,1.4,Diesel,2022,6437,39045
Ford,Mondeo,1.8,Diesel,2018,11074,39046
BMW,Z4,2.0,Petrol,2018,31250,39053
VW,Passat,2.0,Diesel,2017,18633,39060
Toyota,RAV4,2.2,Hybrid,2016,63216,39060
VW,Passat,1.6,Diesel,2019,22573,39062
BMW,X3,2.0,Diesel,2016,24901,39069
Ford,Focus,2.0,Petrol,2019,25562,39072
BMW,Z4,3.0,Petrol,2016,42831,39088
Toyota,RAV4,2.4,Hybrid,2014,48980,39091
Toyota,Prius,1.4,Hybrid,2019,32704,39092
Toyota,RAV4,2.0,Petrol,2017,36802,39102
Ford,Focus,1.8,Petrol,2019,15847,39107
Ford,Mondeo,1.8,Diesel,2018,10769,39108
Ford,Focus,1.0,Diesel,2022,7311,39109
Toyota,RAV4,2.0,Hybrid,2014,33736,39115
Ford,Focus,1.4,Petrol,2021,17189,39124
Ford,Focus,1.6,Petrol,2019,4527,39130
VW,Golf,2.0,Diesel,2020,14562,39133
Porsche,718 Cayman,4.0,Petrol,2013,63875,39137
BMW,X3,2.0,Diesel,2016,24567,39142
Ford,Focus,1.6,Petrol,2020,17094,39148
Toyota,Prius,1.8,Hybrid,2017,31130,39148
Ford,Focus,1.8,Petrol,2019,15612,39157
Toyota,RAV4,2.0,Hybrid,2015,44727,39157
VW,Passat,2.0,Petrol,2018,21414,39162
BMW,Z4,2.2,Petrol,2018,38797,39185
Ford,Mondeo,1.8,Hybrid,2017,22737,39188
Toyota,RAV4,2.0,Hybrid,2016,55296,39191
BMW,X3,3.0,Diesel,2015,47455,39192
Toyota,Prius,1.4,Hybrid,2018,20466,39194
VW,Passat,1.8,Diesel,2019,32324,39199
Ford,Focus,2.0,Petrol,2019,24979,39200
Ford,Focus,1.8,Petrol,2019,15405,39201
BMW,Z4,2.4,Petrol,2016,23147,39202
Ford,Focus,2.0,Diesel,2018,21766,39203
Toyota,Prius,1.4,Hybrid,2019,32176,39212
Porsche,718 Cayman,2.4,Petrol,2015,44243,39214
VW,Passat,1.8,Petrol,2019,23657,39221
Toyota,Prius,1.4,Hybrid,2019,32122,39224
Toyota,RAV4,1.8,Petrol,2018,38630,39225
Toyota,Prius,1.8,Hybrid,2018,42091,39225
Toyota,Yaris,1.4,Hybrid,2021,8688,39226
Ford,Mondeo,2.0,Hybrid,2017,31835,39228
Toyota,RAV4,2.2,Hybrid,2015,52115,39233
Ford,Focus,1.8,Hybrid,2017,24130,39242
Ford,Mondeo,1.4,Diesel,2021,23826,39243
Porsche,911,2.6,Petrol,2006,45317,39253
Toyota,Yaris,1.2,Hybrid,2022,6545,39254
Ford,Focus,1.8,Petrol,2019,15141,39256
Ford,Mondeo,1.8,Diesel,2019,22378,39258
Porsche,718 Cayman,2.4,Petrol,2016,54785,39260
Toyota,RAV4,2.4,Hybrid,2015,58819,39269
Toyota,RAV4,2.4,Hybrid,2015,58793,39275
Ford,Focus,2.0,Petrol,2019,24617,39280
VW,Passat,1.8,Diesel,2018,20164,39280
Toyota,RAV4,1.8,Hybrid,2016,46495,39281
Porsche,911,3.0,Petrol,2010,95765,39290
VW,Golf,1.4,Diesel,2022,5195,39296
Ford,Mondeo,1.8,Diesel,2019,22182,39301
Toyota,RAV4,2.2,Hybrid,2014,40976,39302
Porsche,718 Cayman,2.0,Petrol,2016,39811,39303
Toyota,Prius,1.8,Hybrid,2016,18557,39304
VW,Golf,1.6,Diesel,2021,5160,39307
VW,Passat,1.4,Diesel,2020,21413,39310
Ford,Mondeo,2.0,Hybrid,2016,19617,39316
VW,Golf,1.6,Petrol,2022,8471,39337
Toyota,Prius,1.4,Hybrid,2019,31602,39343
VW,Passat,2.0,Diesel,2018,29250,39345
Toyota,Prius,1.4,Hybrid,2019,31586,39346
Toyota,Prius,1.4,Hybrid,2018,19749,39349
Toyota,Prius,1.8,Hybrid,2016,18329,39353
Toyota,RAV4,2.0,Hybrid,2012,8506,39353
Porsche,911,3.0,Petrol,2008,76554,39356
Toyota,Prius,1.0,Hybrid,2020,13251,39359
Toyota,Prius,1.8,Hybrid,2017,30188,39361
Toyota,RAV4,2.4,Hybrid,2014,47857,39364
Toyota,RAV4,1.8,Hybrid,2014,23393,39365
Toyota,Prius,1.4,Hybrid,2019,31457,39376
Toyota,Prius,1.4,Hybrid,2018,19601,39381
Toyota,RAV4,2.4,Hybrid,2014,47757,39388
Porsche,911,2.2,Petrol,2010,73209,39394
Toyota,Prius,1.8,Hybrid,2017,30045,39394
VW,Passat,1.4,Diesel,2020,20976,39405
BMW,Z4,2.0,Petrol,2018,29657,39412
Porsche,718 Cayman,4.0,Petrol,2012,52286,39437
Porsche,718 Cayman,2.4,Petrol,2015,43275,39445
Toyota,Prius,1.8,Hybrid,2017,29813,39446
Porsche,718 Cayman,2.4,Petrol,2016,54011,39453
BMW,M5,4.4,Petrol,2008,79613,39453
VW,Passat,1.8,Diesel,2018,19348,39456
Ford,Mondeo,1.8,Diesel,2019,21470,39457
VW,Golf,1.8,Petrol,2021,6373,39459
Ford,Mondeo,1.6,Diesel,2020,22850,39461
BMW,Z4,2.2,Petrol,2017,26097,39462
Ford,Focus,1.0,Diesel,2022,5514,39473
Ford,Mondeo,2.0,Diesel,2018,18840,39476
BMW,Z4,2.4,Petrol,2016,21842,39488
Toyota,RAV4,2.2,Hybrid,2015,51071,39490
VW,Passat,1.6,Diesel,2019,20580,39496
Porsche,718 Cayman,2.0,Petrol,2016,38955,39504
Porsche,Cayenne,3.0,Petrol,2014,76201,39506
Ford,Mondeo,2.0,Diesel,2018,18679,39510
BMW,Z4,2.4,Petrol,2018,44641,39511
Toyota,RAV4,2.2,Petrol,2016,31771,39511
BMW,X3,2.4,Diesel,2016,38700,39513
Ford,Focus,1.4,Petrol,2021,15358,39513
BMW,M5,5.0,Petrol,2008,88533,39517
Toyota,RAV4,2.4,Petrol,2016,39145,39518
Ford,Focus,1.4,Petrol,2020,2572,39518
Toyota,Yaris,1.4,Hybrid,2021,7255,39519
BMW,M5,4.4,Petrol,2007,69483,39533
Toyota,RAV4,2.2,Hybrid,2016,61365,39534
Toyota,RAV4,1.8,Hybrid,2016,45426,39539
BMW,Z4,3.0,Petrol,2016,40838,39560
VW,Passat,1.6,Diesel,2019,20265,39564
Ford,Mondeo,2.0,Diesel,2019,30296,39570
Toyota,RAV4,2.2,Hybrid,2014,39814,39577
Toyota,Prius,1.8,Hybrid,2018,40556,39589
BMW,Z4,2.2,Petrol,2017,25524,39590
Ford,Focus,1.4,Petrol,2021,14995,39590
Ford,Focus,1.8,Petrol,2020,25688,39594
Toyota,Prius,1.8,Hybrid,2018,40528,39595
Ford,Mondeo,2.0,Diesel,2019,30184,39595
Ford,Mondeo,2.0,Diesel,2019,30158,39601
Ford,Focus,1.4,Diesel,2020,11575,39604
Ford,Focus,1.8,Petrol,2019,13412,39622
Ford,Mondeo,2.0,Diesel,2019,30016,39634
BMW,M5,4.0,Petrol,2008,71944,39634
Ford,Focus,1.6,Petrol,2019,2000,39636
Ford,Focus,1.6,Petrol,2019,2000,39636
Ford,Focus,2.0,Petrol,2019,22929,39653
BMW,M5,5.0,Petrol,2007,78470,39655
Ford,Focus,1.8,Hybrid,2018,33923,39662
VW,Passat,1.8,Diesel,2019,30263,39668
Ford,Mondeo,1.6,Hybrid,2018,21913,39675
Porsche,911,3.5,Petrol,2007,76897,39675
Toyota,Prius,1.0,Hybrid,2021,23956,39683
Ford,Mondeo,1.8,Hybrid,2018,32163,39705
Ford,Focus,1.4,Petrol,2021,14450,39706
Toyota,Prius,1.0,Hybrid,2020,11574,39711
Ford,Mondeo,1.4,Petrol,2021,12698,39713
Toyota,Prius,1.8,Hybrid,2018,40017,39717
Ford,Focus,1.4,Petrol,2020,1500,39732
Toyota,Prius,1.8,Hybrid,2017,28519,39740
Toyota,RAV4,2.0,Hybrid,2013,19113,39747
Toyota,RAV4,2.2,Hybrid,2014,39084,39750
Toyota,RAV4,1.8,Petrol,2018,36382,39751
Porsche,718 Cayman,4.0,Petrol,2013,61465,39757
VW,Passat,1.8,Diesel,2018,17952,39758
BMW,X3,2.4,Diesel,2017,48627,39765
Porsche,Cayenne,3.5,Petrol,2012,66845,39767
Toyota,RAV4,2.0,Petrol,2018,45049,39777
Toyota,Prius,1.8,Hybrid,2018,39752,39780
Ford,Mondeo,1.8,Diesel,2019,19962,39786
Ford,Focus,1.8,Petrol,2020,24821,39788
Toyota,RAV4,2.4,Hybrid,2014,46107,39790
Toyota,RAV4,2.4,Hybrid,2013,34981,39794
Toyota,RAV4,2.2,Hybrid,2016,60325,39801
Toyota,Prius,1.0,Hybrid,2020,11143,39802
VW,Passat,1.8,Diesel,2018,17733,39806
Porsche,911,3.5,Petrol,2010,104517,39807
Toyota,Prius,1.4,Hybrid,2019,29533,39814
Toyota,Prius,1.4,Hybrid,2018,17590,39816
Toyota,Prius,1.4,Hybrid,2018,17570,39820
Porsche,911,2.6,Petrol,2010,83801,39822
Toyota,Prius,1.8,Hybrid,2017,28116,39831
BMW,X3,2.4,Diesel,2015,25784,39839
Toyota,RAV4,2.0,Hybrid,2014,30517,39851
BMW,X3,2.4,Diesel,2016,37260,39852
BMW,X3,2.4,Diesel,2016,37247,39855
Porsche,718 Cayman,2.4,Petrol,2013,18337,39857
VW,Passat,1.6,Diesel,2020,30781,39859
BMW,Z4,2.2,Petrol,2016,12046,39869
Toyota,Prius,1.0,Hybrid,2020,10798,39874
Toyota,Prius,1.4,Hybrid,2018,17316,39875
Ford,Mondeo,1.6,Diesel,2020,20960,39877
VW,Passat,1.8,Diesel,2018,17401,39877
Toyota,Yaris,1.4,Hybrid,2021,5486,39882
Ford,Focus,2.0,Petrol,2019,21880,39885
Ford,Focus,1.8,Diesel,2019,21077,39907
Toyota,RAV4,2.4,Petrol,2016,37480,39911
Ford,Mondeo,1.6,Diesel,2020,20796,39913
BMW,Z4,2.0,Petrol,2018,27393,39925
Toyota,RAV4,2.4,Hybrid,2015,56215,39929
Ford,Mondeo,1.6,Diesel,2020,20715,39931
Toyota,Prius,1.8,Hybrid,2018,39107,39933
Toyota,RAV4,2.2,Hybrid,2014,38297,39936
VW,Golf,1.6,Hybrid,2020,14871,39936
BMW,X3,3.0,Diesel,2016,55085,39941
Ford,Focus,1.8,Petrol,2019,11880,39946
Toyota,Prius,1.8,Hybrid,2016,15553,39950
Toyota,RAV4,2.2,Petrol,2017,41134,39965
BMW,M5,4.4,Petrol,2009,87315,39968
Ford,Mondeo,1.8,Diesel,2019,19124,39969
Toyota,RAV4,2.0,Hybrid,2012,5500,39970
VW,Passat,1.8,Diesel,2019,28937,39971
Toyota,RAV4,1.8,Hybrid,2016,43629,39974
BMW,M5,4.4,Petrol,2009,87280,39978
Toyota,Prius,1.4,Hybrid,2019,28814,39978
VW,Passat,1.6,Diesel,2019,18359,39980
Toyota,Prius,1.4,Hybrid,2019,28805,39980
BMW,Z4,2.0,Petrol,2018,27150,39980
Ford,Mondeo,1.8,Diesel,2019,19060,39983
Ford,Mondeo,2.0,Diesel,2018,16440,39994
Toyota,Prius,1.8,Hybrid,2018,38844,39996
Toyota,RAV4,2.2,Hybrid,2015,49011,40000
VW,Passat,2.0,Diesel,2018,26292,40013
BMW,Z4,2.2,Petrol,2018,35263,40013
Ford,Mondeo,1.6,Diesel,2020,20338,40014
Toyota,RAV4,2.4,Hybrid,2014,45175,40018
BMW,M5,4.0,Petrol,2008,70500,40019
VW,Passat,1.6,Petrol,2020,21426,40020
Ford,Focus,1.4,Hybrid,2019,21982,40021
Toyota,RAV4,2.4,Petrol,2017,48022,40025
Ford,Mondeo,1.6,Hybrid,2018,20305,40029
Ford,Mondeo,1.4,Diesel,2021,20244,40031
Porsche,911,2.2,Petrol,2010,70783,40042
Toyota,Prius,1.8,Hybrid,2018,38610,40052
BMW,M5,5.0,Petrol,2010,105072,40053
VW,Passat,1.6,Diesel,2020,29905,40060
Toyota,RAV4,2.4,Petrol,2016,36821,40067
BMW,X3,3.0,Petrol,2015,35688,40067
Ford,Focus,2.0,Petrol,2019,21010,40077
VW,Golf,2.0,Petrol,2021,13445,40078
VW,Passat,2.0,Diesel,2018,25992,40081
BMW,M5,5.0,Petrol,2009,95857,40084
BMW,M5,4.4,Petrol,2006,57150,40086
Toyota,Prius,1.0,Hybrid,2020,9787,40087
BMW,X3,3.0,Petrol,2015,35563,40097
VW,Passat,1.6,Diesel,2019,17796,40102
Toyota,RAV4,1.8,Hybrid,2015,31853,40102
Toyota,RAV4,1.8,Hybrid,2015,31851,40103
Ford,Focus,1.6,Diesel,2020,21522,40119
Toyota,Prius,1.0,Hybrid,2020,9623,40121
BMW,Z4,2.2,Petrol,2019,45897,40127
Ford,Mondeo,2.0,Diesel,2018,15825,40128
VW,Passat,1.8,Diesel,2018,16247,40128
BMW,M5,5.0,Petrol,2010,104807,40132
Porsche,718 Cayman,2.4,Petrol,2015,40367,40143
VW,Passat,1.4,Diesel,2020,17584,40145
VW,Golf,1.4,Hybrid,2021,13866,40148
VW,Passat,1.6,Diesel,2019,17584,40149
BMW,Z4,2.2,Petrol,2018,34679,40150
BMW,M5,4.0,Petrol,2010,89352,40152
Ford,Mondeo,1.6,Diesel,2020,19699,40155
BMW,X3,2.4,Diesel,2017,46970,40174
BMW,M5,4.4,Petrol,2009,86571,40178
Ford,Mondeo,1.8,Petrol,2020,21428,40178
Porsche,718 Cayman,2.4,Petrol,2014,28829,40180
Toyota,Prius,1.4,Hybrid,2018,15883,40186
Toyota,RAV4,1.8,Hybrid,2016,42757,40186
Toyota,RAV4,1.8,Hybrid,2017,53536,40188
Ford,Mondeo,1.8,Petrol,2020,21360,40193
Toyota,RAV4,2.0,Hybrid,2016,51284,40194
Porsche,911,3.0,Petrol,2008,73429,40200
Toyota,RAV4,1.8,Hybrid,2016,42667,40208
Toyota,RAV4,2.0,Petrol,2018,43260,40212
Toyota,Prius,1.4,Hybrid,2017,3000,40218
VW,Passat,1.8,Diesel,2019,27809,40229
VW,Passat,1.6,Diesel,2019,17208,40231
VW,Passat,1.8,Diesel,2018,15757,40234
Ford,Mondeo,1.6,Diesel,2020,19318,40239
Toyota,RAV4,2.4,Hybrid,2015,54992,40240
Ford,Mondeo,2.0,Diesel,2018,15285,40244
Ford,Mondeo,1.6,Diesel,2020,19291,40245
BMW,X3,2.4,Diesel,2016,35589,40247
Toyota,RAV4,1.8,Petrol,2018,34271,40247
BMW,M5,4.4,Petrol,2012,113661,40257
BMW,X3,3.0,Petrol,2015,34872,40260
Toyota,Prius,1.4,Hybrid,2019,27552,40267
Toyota,RAV4,1.8,Hybrid,2016,42420,40268
Toyota,RAV4,1.8,Hybrid,2016,42399,40273
VW,Passat,2.0,Petrol,2018,16294,40274
Ford,Focus,1.4,Petrol,2021,11769,40277
Ford,Mondeo,2.0,Diesel,2019,27188,40279
Ford,Mondeo,1.6,Diesel,2020,19116,40283
Toyota,Prius,1.0,Hybrid,2020,8849,40284
Toyota,RAV4,1.8,Hybrid,2016,42350,40285
Ford,Mondeo,2.0,Petrol,2019,18372,40291
VW,Passat,1.6,Diesel,2019,16926,40292
Porsche,Cayenne,3.0,Petrol,2011,42042,40294
BMW,X3,2.4,Diesel,2016,35319,40311
VW,Golf,1.6,Petrol,2022,3686,40318
VW,Golf,1.6,Petrol,2022,3662,40323
Porsche,Cayenne,3.5,Petrol,2011,54382,40326
Ford,Focus,1.8,Petrol,2020,22371,40336
Toyota,Prius,1.4,Hybrid,2019,27246,40337
Toyota,Prius,1.0,Hybrid,2020,8595,40338
BMW,X3,2.4,Diesel,2016,35195,40340
VW,Passat,1.4,Diesel,2020,16690,40340
Ford,Mondeo,2.0,Petrol,2019,18147,40340
Toyota,Prius,1.4,Hybrid,2019,27221,40343
BMW,X3,3.0,Diesel,2015,42685,40350
VW,Golf,2.0,Petrol,2021,12101,40366
Ford,Focus,2.0,Diesel,2019,28332,40386
Toyota,RAV4,2.0,Hybrid,2016,50497,40392
VW,Passat,1.4,Diesel,2020,16451,40392
Ford,Mondeo,1.6,Diesel,2020,18607,40396
Ford,Focus,2.0,Petrol,2019,19563,40398
Porsche,Cayenne,2.6,Diesel,2012,48800,40398
BMW,X3,2.4,Diesel,2016,34945,40399
